Дата и время;ID ТС;ID позиции;Код инструмента;ID транзакции;ID заявки;Сигнал;Цена входа позиции;Средняя цена позиции;Цена последней сделки;Текущее количество контрактов;Доход позиции;FlagStopPos;
27.10.2025 17:01:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10258.1;10258.1;10225.7;0;31.4;0;
27.10.2025 17:26:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10146.7;10146.7;10146.7;-1;0;0;
27.10.2025 21:40:00;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10146.7;10204.0;10261.3;-2;0;0;
27.10.2025 22:31:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10146.7;10204.0;10225.7;-1;-22.700000000001;1;
27.10.2025 23:26:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10146.7;10232.65;10261.3;-2;-22.700000000001;1;
27.10.2025 23:46:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10146.7;10232.65;10211.1;-1;-2.1499999999996;1;
28.10.2025 09:06:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10146.7;10232.65;10121.2;0;108.3;0;
28.10.2025 09:16:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10103.5;10103.5;10103.5;-1;0;0;
28.10.2025 10:31:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10103.5;10103.5;10064.1;0;38.4;0;
28.10.2025 10:46:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10097.9;10097.9;10097.9;-1;0;0;
28.10.2025 11:56:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10097.9;10097.9;10058.7;0;38.200000000001;0;
28.10.2025 16:01:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10009.3;10009.3;10009.3;-1;0;0;
28.10.2025 17:41:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10009.3;10034.3;10059.3;-2;0;0;
28.10.2025 20:06:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10009.3;10056.466666667;10100.8;-3;0;0;
28.10.2025 21:31:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10009.3;10056.466666667;10065.4;-2;-9.9333333333343;0;
29.10.2025 10:05:00;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10009.3;10098.911111111;10183.8;-3;-9.9333333333343;0;
29.10.2025 11:30:00;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10009.3;10098.911111111;10225.1;0;-391.5;0;
29.10.2025 11:30:00;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10225.1;10225.1;10225.1;3;0;0;
29.10.2025 12:56:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10225.1;10225.1;10302.6;2;76.5;0;
29.10.2025 13:00:00;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10225.1;10250.433333333;10301.1;3;76.5;0;
29.10.2025 15:11:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10225.1;10250.433333333;10334.0;2;159.06666666667;0;
29.10.2025 15:15:00;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10225.1;10280.288888889;10340.0;3;159.06666666667;0;
29.10.2025 17:36:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10225.1;10286.491666667;10305.1;4;159.06666666667;0;
29.10.2025 20:01:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10225.1;10281.833333333;10263.2;5;159.06666666667;0;
29.10.2025 21:00:00;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10225.1;10281.833333333;10302.9;4;179.13333333333;0;
29.10.2025 21:01:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10225.1;10276.426666667;10254.8;5;179.13333333333;0;
29.10.2025 22:06:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10225.1;10255.988888889;10153.8;6;179.13333333333;0;
29.10.2025 22:20:00;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10225.1;10255.988888889;10204.3;5;126.44444444444;0;
29.10.2025 22:25:00;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10225.1;10243.690740741;10182.2;6;126.44444444444;0;
30.10.2025 09:31:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10225.1;10243.690740741;10221.8;5;103.5537037037;0;
30.10.2025 10:00:00;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10225.1;10243.690740741;10294.9;4;153.76296296296;0;
30.10.2025 10:03:45;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10225.1;10246.612592593;10258.3;5;153.76296296296;0;
